word,rank,avg,std_dev
rockin,965,6.7,1.7525
teaches,966,6.7,1.0926
treats,967,6.7,1.5682
tv,968,6.7,1.5017
water,969,6.7,1.2164
grin,970,6.69,1.7465
invention,971,6.69,1.3103
virtues,972,6.69,1.4318
brains,973,6.69,1.4754
sensation,974,6.68,1.4004
ability,975,6.68,0.9988
ace,976,6.68,1.6835
animals,977,6.68,2.0247
bake,978,6.68,1.4061
bridegroom,979,6.68,1.4205
desire,980,6.68,1.3619
famous,981,6.68,2.0045
forest,982,6.68,1.5706
fountain,983,6.68,1.2848
goodmorning,984,6.68,1.9213
greater,985,6.68,1.3161
grow,986,6.68,1.2196
heritage,987,6.68,1.3468
landscape,988,6.68,1.1683
liberties,989,6.68,1.7076
living,990,6.68,1.2196
lyrics,991,6.68,1.5576
mercy,992,6.68,1.7664
museum,993,6.68,1.463
novel,994,6.68,1.463
palace,995,6.68,1.6468
pianist,996,6.68,1.4061
potential,997,6.68,1.0774
power,998,6.68,1.4907
privilege,999,6.68,1.6468
proceed,1000,6.68,1.2526
promised,1001,6.68,1.0774
river,1002,6.68,1.3316
scotland,1003,6.68,1.4907
shares,1004,6.68,1.2196
skating,1005,6.68,1.2848
thanx,1006,6.68,1.8565
theatre,1007,6.68,1.5312
tours,1008,6.68,1.5312
well,1009,6.68,1.2526
acceptable,1010,6.67,1.2143
possibilities,1011,6.67,1.4774
accurate,1012,6.67,1.0383
candles,1013,6.67,1.4923
approve,1014,6.66,1.5986
assets,1015,6.66,1.6239
aunt,1016,6.66,1.5729
career,1017,6.66,1.423
charms,1018,6.66,1.3793
communicate,1019,6.66,1.0224
competent,1020,6.66,1.6856
currency,1021,6.66,1.5201
dedication,1022,6.66,1.3644
dvd,1023,6.66,1.4086
eligible,1024,6.66,1.2715
fan,1025,6.66,1.0422
firefighters,1026,6.66,1.423
greet,1027,6.66,1.5598
motivation,1028,6.66,1.4514
nieces,1029,6.66,1.4514
personality,1030,6.66,1.5201
powers,1031,6.66,1.3188
raises,1032,6.66,1.6239
sculpture,1033,6.66,1.2554
survivors,1034,6.66,1.3342
tea,1035,6.66,1.6612
television,1036,6.66,1.5858
tour,1037,6.66,1.4654
pony,1038,6.65,1.4076
rhythm,1039,6.65,1.5619
bird,1040,6.64,1.5487
care,1041,6.64,1.6507
cat,1042,6.64,1.977
cook,1043,6.64,1.495
corn,1044,6.64,1.1563
deposits,1045,6.64,1.4107
expert,1046,6.64,1.3211
high,1047,6.64,1.2081
holy,1048,6.64,1.7815
invite,1049,6.64,1.4251
leading,1050,6.64,1.5086
photographer,1051,6.64,1.2898
picture,1052,6.64,1.3056
promising,1053,6.64,1.1205
recover,1054,6.64,1.6258
recovered,1055,6.64,1.3211
recovery,1056,6.64,1.495
salad,1057,6.64,1.7114
shops,1058,6.64,1.2415
solutions,1059,6.64,1.3815
sparks,1060,6.64,1.3056
sport,1061,6.64,1.6874
supreme,1062,6.64,1.3365
theaters,1063,6.64,1.663
tunes,1064,6.64,1.3815
unite,1065,6.64,1.1911
volunteers,1066,6.64,1.4813
simplicity,1067,6.62,1.5246
attained,1068,6.62,1.3981
book's,1069,6.62,1.3686
cameras,1070,6.62,1.2919
chatting,1071,6.62,1.2436
crown,1072,6.62,1.4693
disney,1073,6.62,1.6646
dresses,1074,6.62,1.713
heartfelt,1075,6.62,1.8832
homes,1076,6.62,1.2436
husband,1077,6.62,1.7484
immortal,1078,6.62,1.6523
invest,1079,6.62,1.028
kitty,1080,6.62,1.8614
offer,1081,6.62,1.028
organized,1082,6.62,1.2436
performances,1083,6.62,1.3686
perfume,1084,6.62,1.6149
pray,1085,6.62,1.968
rescue,1086,6.62,1.6646
restaurants,1087,6.62,1.783
salaries,1088,6.62,1.817
sisters,1089,6.62,1.689
slept,1090,6.62,1.5635
steak,1091,6.62,1.9784
stories,1092,6.62,1.5894
varieties,1093,6.62,1.3076
vision,1094,6.62,1.2103
wife,1095,6.62,1.8058
youth,1096,6.62,1.8832
zoo,1097,6.62,1.968
stimulation,1098,6.61,1.3512
touching,1099,6.61,1.681
furnished,1100,6.6,1.2673
suitable,1101,6.6,0.893
album,1102,6.6,1.1066
amour,1103,6.6,1.6162
art,1104,6.6,1.4983
beam,1105,6.6,1.3702
captain,1106,6.6,1.6288
certainty,1107,6.6,1.3553
child's,1108,6.6,1.3702
clothing,1109,6.6,1.3093
conservation,1110,6.6,1.2778
desired,1111,6.6,1.5649
dress,1112,6.6,1.178
favorited,1113,6.6,1.7613
females,1114,6.6,1.6903
growth,1115,6.6,1.088
helps,1116,6.6,1.5649
highly,1117,6.6,1.178
ideals,1118,6.6,1.6162
lady,1119,6.6,1.4569
lime,1120,6.6,1.3401
popular,1121,6.6,1.2122
proposal,1122,6.6,1.7613
protected,1123,6.6,1.178
relatives,1124,6.6,1.8626
rhymes,1125,6.6,1.6537
singers,1126,6.6,1.5908
specialty,1127,6.6,1.2454
spirit,1128,6.6,1.4983
starry,1129,6.6,1.666
stroll,1130,6.6,1.3997
supported,1131,6.6,1.5386
therapeutic,1132,6.6,1.5649
unlimited,1133,6.6,1.6288
visiting,1134,6.6,1.2122
expressions,1135,6.6,1.2965
efficiency,1136,6.59,1.3681
sleeps,1137,6.59,1.4708
vocals,1138,6.59,1.4566
impress,1139,6.58,1.4708
sympathetic,1140,6.58,1.7484
advance,1141,6.58,1.3262
advanced,1142,6.58,1.0708
arts,1143,6.58,1.9388
available,1144,6.58,1.0897
baking,1145,6.58,1.5661
classic,1146,6.58,1.5791
classical,1147,6.58,1.401
colour,1148,6.58,1.5265
drawing,1149,6.58,1.1082
english,1150,6.58,1.4859
exhibition,1151,6.58,1.4155
expecting,1152,6.58,1.2469
fish,1153,6.58,1.7507
goodnight,1154,6.58,1.2469
invented,1155,6.58,1.0319
islands,1156,6.58,1.9493
language,1157,6.58,1.2137
majesty,1158,6.58,1.6914
me,1159,6.58,1.4299
preferred,1160,6.58,0.9495
radio,1161,6.58,1.6047
ready,1162,6.58,1.1622
relative,1163,6.58,1.2631
sale,1164,6.58,1.6424
solve,1165,6.58,1.2304
springs,1166,6.58,1.2469
student,1167,6.58,1.2469
symphony,1168,6.58,1.7507
traditions,1169,6.58,1.6424
understood,1170,6.58,1.1796
upgrade,1171,6.58,1.1796
usa,1172,6.58,1.8416
saviour,1173,6.57,1.5275
skill,1174,6.57,1.3385
belonged,1175,6.56,1.2532
muscles,1176,6.56,1.4053
able,1177,6.56,1.248
ahaha,1178,6.56,1.728
butter,1179,6.56,1.514
circus,1180,6.56,1.9604
cosmic,1181,6.56,1.445
coupon,1182,6.56,1.2316
diploma,1183,6.56,1.7398
donations,1184,6.56,1.3118
e-mail,1185,6.56,1.2316
encore,1186,6.56,1.402
film,1187,6.56,1.58
guidance,1188,6.56,1.1278
illustration,1189,6.56,1.2316
increase,1190,6.56,1.1095
international,1191,6.56,1.2643
ipod,1192,6.56,1.7515
morning,1193,6.56,1.95
natural,1194,6.56,1.4868
okay,1195,6.56,1.3118
preservation,1196,6.56,1.248
progressive,1197,6.56,1.3273
protection,1198,6.56,1.3273
raised,1199,6.56,1.2316
showers,1200,6.56,1.0529
tacos,1201,6.56,1.4868
teach,1202,6.56,1.5539
traveler,1203,6.56,1.445
understand,1204,6.56,1.7043
universities,1205,6.56,1.6801
worldwide,1206,6.56,1.2643
privileges,1207,6.55,1.7207
accepted,1208,6.54,1.4598
adoption,1209,6.54,1.4598
asset,1210,6.54,1.6189
blanket,1211,6.54,1.0919
cats,1212,6.54,2.0224
cleaned,1213,6.54,1.5147
coin,1214,6.54,1.1817
cooked,1215,6.54,1.0919
crystal,1216,6.54,1.5012
dawn,1217,6.54,1.3881
dearly,1218,6.54,1.2488
discovery,1219,6.54,1.4172
done,1220,6.54,1.4316
eager,1221,6.54,1.3126
emails,1222,6.54,1.1817
exercises,1223,6.54,1.2969
found,1224,6.54,1.1817
give,1225,6.54,1.7286
groovy,1226,6.54,1.7637
haven,1227,6.54,1.6439
invited,1228,6.54,1.2324
iphone,1229,6.54,1.854
moral,1230,6.54,1.8649
nephew,1231,6.54,1.6189
orange,1232,6.54,1.8649
overcome,1233,6.54,1.6686
pays,1234,6.54,1.7404
potato,1235,6.54,0.9304
premiere,1236,6.54,1.5147
pride,1237,6.54,1.7404
receiving,1238,6.54,1.2324
recognition,1239,6.54,1.1817
reindeer,1240,6.54,1.8318
right,1241,6.54,1.2651
rising,1242,6.54,1.1104
save,1243,6.54,1.1643
scholars,1244,6.54,1.2969
shelter,1245,6.54,1.3126
solar,1246,6.54,1.4172
spontaneous,1247,6.54,1.3584
tasting,1248,6.54,1.1466
ultimate,1249,6.54,1.2324
visit,1250,6.54,1.1988
advantages,1251,6.53,1.3709
sailed,1252,6.53,1.5289
feather,1253,6.52,1.3207
ambitious,1254,6.52,1.2493
baker,1255,6.52,1.4177
brain,1256,6.52,1.5285
champ,1257,6.52,1.8653
communication,1258,6.52,1.7984
compensation,1259,6.52,1.6932
ease,1260,6.52,1.5939
ethics,1261,6.52,1.3589
extra,1262,6.52,1.4032
fries,1263,6.52,1.3738
growing,1264,6.52,0.9947
guest,1265,6.52,1.5016
incredibly,1266,6.52,1.313
initiative,1267,6.52,1.1993
jesus,1268,6.52,1.9298
lips,1269,6.52,1.2656
literature,1270,6.52,1.7984
nights,1271,6.52,1.5151
phenomenon,1272,6.52,1.1822
planet,1273,6.52,1.555
poem,1274,6.52,1.581
poet,1275,6.52,1.0736
prefer,1276,6.52,1.0349
read,1277,6.52,1.581
sang,1278,6.52,1.313
soup,1279,6.52,1.6689
surf,1280,6.52,1.3738
swimming,1281,6.52,1.2162
videos,1282,6.52,1.581
wings,1283,6.52,1.2816
world,1284,6.52,1.6567
amore,1285,6.51,1.7335
bounce,1286,6.51,1.5017
cultures,1287,6.51,1.6724
eden,1288,6.51,1.5562
interaction,1289,6.51,1.2268
mercedes,1290,6.51,1.9485
velvet,1291,6.51,1.2603
balanced,1292,6.51,1.4384
agriculture,1293,6.5,1.2976
allies,1294,6.5,1.2495
americans,1295,6.5,1.6933
bells,1296,6.5,1.185
chips,1297,6.5,1.3887
contribute,1298,6.5,1.359
couples,1299,6.5,1.1995
cousins,1300,6.5,1.4321
deals,1301,6.5,1.5811
determined,1302,6.5,1.5286
eaten,1303,6.5,1.2164
fame,1304,6.5,1.7409
gives,1305,6.5,1.2817
hire,1306,6.5,1.3439
innocence,1307,6.5,1.7291
ipad,1308,6.5,1.8098
leadership,1309,6.5,1.594
legend,1310,6.5,1.4321
lounge,1311,6.5,1.3439
mature,1312,6.5,1.2657
newest,1313,6.5,1.5551
newly,1314,6.5,1.2495
performing,1315,6.5,1.3132
receive,1316,6.5,1.1112
recipe,1317,6.5,1.4463
roast,1318,6.5,1.4463
starting,1319,6.5,1.0546
stunning,1320,6.5,2.1783
tales,1321,6.5,1.594
elder,1322,6.49,1.309
grows,1323,6.49,1.3559
herb,1324,6.49,1.7093
illustrations,1325,6.49,1.4012
rays,1326,6.49,1.416
relevant,1327,6.49,1.0433
sanity,1328,6.49,1.3712
acoustic,1329,6.48,1.4462
always,1330,6.48,1.2493
answers,1331,6.48,1.1471
bible,1332,6.48,1.9403
boost,1333,6.48,1.2329
clap,1334,6.48,1.6567
dining,1335,6.48,1.7524
electronics,1336,6.48,1.1993
exclusive,1337,6.48,1.4602
family's,1338,6.48,2.0627
gathering,1339,6.48,1.2329
hehe,1340,6.48,1.6932
humble,1341,6.48,1.2974
information,1342,6.48,1.0544
italian,1343,6.48,1.6318
library,1344,6.48,1.764
mate,1345,6.48,1.7756
modern,1346,6.48,1.1822
offers,1347,6.48,1.555
paperbacks,1348,6.48,1.8097
perform,1349,6.48,1.2329
poems,1350,6.48,1.568
potatoes,1351,6.48,1.1471
prayer,1352,6.48,2.2061
pumpkin,1353,6.48,1.7407
restored,1354,6.48,1.2162
rights,1355,6.48,1.555
scholar,1356,6.48,1.1292
screenplay,1357,6.48,1.2329
shopper,1358,6.48,1.4462
sings,1359,6.48,1.787
soft,1360,6.48,1.2162
starbucks,1361,6.48,1.6932
story,1362,6.48,1.3438
supporting,1363,6.48,0.9739
video,1364,6.48,1.111
instrumental,1365,6.48,1.0104
backyard,1366,6.47,1.6721
drums,1367,6.47,1.5825
virtue,1368,6.47,1.769
activities,1369,6.46,1.2157
athletic,1370,6.46,1.5147
clothes,1371,6.46,1.2324
cultivated,1372,6.46,1.3584
forever,1373,6.46,1.4598
goods,1374,6.46,1.1466
grass,1375,6.46,1.3881
higher,1376,6.46,1.2157
literary,1377,6.46,1.3584
london,1378,6.46,1.6315
memory,1379,6.46,1.2811
mint,1380,6.46,1.3126
nephews,1381,6.46,1.7867
prime,1382,6.46,1.2811
prospect,1383,6.46,1.5012
reception,1384,6.46,1.1287
recommended,1385,6.46,1.0343
research,1386,6.46,1.0919
resource,1387,6.46,1.5147
resources,1388,6.46,1.1466
riverside,1389,6.46,1.7049
rocking,1390,6.46,1.4737
scored,1391,6.46,1.6439
talking,1392,6.46,1.2324
believer,1393,6.46,1.5431
functioning,1394,6.46,1.237
poets,1395,6.46,1.6497
boats,1396,6.45,1.2427
remedy,1397,6.45,1.5419
tender,1398,6.45,1.7207
aaah,1399,6.44,1.6922
beatles,1400,6.44,2.3313
chance,1401,6.44,1.4165
coast,1402,6.44,1.3874
draw,1403,6.44,1.402
earth,1404,6.44,1.8201
eats,1405,6.44,1.6433
effectively,1406,6.44,1.6056
familiar,1407,6.44,1.2643
fast,1408,6.44,1.2316
forgive,1409,6.44,1.2803
gained,1410,6.44,1.5928
graphics,1411,6.44,1.248
improve,1412,6.44,1.5005
increases,1413,6.44,1.6056
infinite,1414,6.44,1.5005
languages,1415,6.44,1.3577
likely,1416,6.44,1.2149
nap,1417,6.44,1.9183
philosophy,1418,6.44,1.3118
phone,1419,6.44,1.4309
prince,1420,6.44,1.3426
princes,1421,6.44,1.5928
professional,1422,6.44,1.1634
revival,1423,6.44,1.0333
rice,1424,6.44,1.6801
rides,1425,6.44,1.3426
satisfactory,1426,6.44,1.6056
scientific,1427,6.44,1.5274
scoring,1428,6.44,1.248
sis,1429,6.44,1.3118
soccer,1430,6.44,1.5407
supermarkets,1431,6.44,1.445
support,1432,6.44,1.4309
teachers,1433,6.44,1.2961
teaching,1434,6.44,1.198
wage,1435,6.44,1.2961
whale,1436,6.44,1.567
wink,1437,6.44,1.1457
wit,1438,6.44,1.514
accept,1439,6.42,1.0708
assist,1440,6.42,1.295
band,1441,6.42,1.553
chat,1442,6.42,1.1796
composer,1443,6.42,1.401
contribution,1444,6.42,1.4859
cousin,1445,6.42,1.1265
curves,1446,6.42,1.2304
dates,1447,6.42,1.295
delivered,1448,6.42,1.1968
environmental,1449,6.42,1.401
evening,1450,6.42,1.2137
feed,1451,6.42,1.1968
fest,1452,6.42,1.4441
gaming,1453,6.42,1.8745
india,1454,6.42,1.9804
interests,1455,6.42,1.7738
jazz,1456,6.42,1.4581
novelist,1457,6.42,1.7272
panties,1458,6.42,1.9388
partnership,1459,6.42,1.4441
party's,1460,6.42,1.6299
portrait,1461,6.42,1.3716
remember,1462,6.42,1.4859
residence,1463,6.42,1.2631
shore,1464,6.42,1.6174
simply,1465,6.42,1.3566
stream,1466,6.42,1.4995
traveled,1467,6.42,1.3864
wine,1468,6.42,2.1198
wondered,1469,6.42,1.2792
farming,1470,6.42,1.5275
hats,1471,6.41,1.3216
hearted,1472,6.41,1.3832
1980s,1473,6.4,1.8952
actress,1474,6.4,1.7261
adopt,1475,6.4,1.4708
altogether,1476,6.4,1.3702
architecture,1477,6.4,1.4708
australia,1478,6.4,1.5908
baked,1479,6.4,1.8844
buying,1480,6.4,1.2936
ceremony,1481,6.4,1.5649
charity,1482,6.4,1.906
chicken,1483,6.4,1.6288
chorus,1484,6.4,1.2617
consciousness,1485,6.4,1.4846
cultivation,1486,6.4,1.1952
dating,1487,6.4,1.4846
deserve,1488,6.4,1.3553
destination,1489,6.4,1.4286
documentary,1490,6.4,1.178
drawings,1491,6.4,1.5119
educational,1492,6.4,1.4846
electronic,1493,6.4,1.3248
equally,1494,6.4,1.5518
europe,1495,6.4,1.7613
floating,1496,6.4,1.6162
futures,1497,6.4,1.4286
gain,1498,6.4,1.5386
generations,1499,6.4,1.3553
gmail,1500,6.4,1.5908
hills,1501,6.4,1.4142
increasing,1502,6.4,1.2936
kidding,1503,6.4,1.3702
launch,1504,6.4,1.2936
light,1505,6.4,1.5119
mountain,1506,6.4,1.7143
participate,1507,6.4,1.2617
pics,1508,6.4,1.3553
playin,1509,6.4,1.807
poetry,1510,6.4,1.906
possibility,1511,6.4,1.2454
provide,1512,6.4,1.088
resolved,1513,6.4,1.4708
shores,1514,6.4,1.6162
studies,1515,6.4,1.3702
summer,1516,6.4,2.3905
tennis,1517,6.4,1.4142
touch,1518,6.4,1.2778
touched,1519,6.4,1.2289
tradition,1520,6.4,1.6162
twins,1521,6.4,1.6537
visits,1522,6.4,1.2936
wages,1523,6.4,1.3401
waves,1524,6.4,1.3997
willing,1525,6.4,1.0302
younger,1526,6.4,1.4983
exercised,1527,6.39,1.5848
enabled,1528,6.39,1.3817
greeks,1529,6.39,1.2216
purely,1530,6.39,1.4835
seeds,1531,6.39,1.4974
sixteen,1532,6.39,1.4835
softly,1533,6.39,1.525
cradle,1534,6.38,1.6091
80's,1535,6.38,1.713
americas,1536,6.38,1.0859
arose,1537,6.38,1.2103
bigger,1538,6.38,1.3981
boyfriend,1539,6.38,1.7248
breath,1540,6.38,1.5765
committed,1541,6.38,1.4126
contributing,1542,6.38,1.4831
craft,1543,6.38,1.5765
designers,1544,6.38,1.4831
development,1545,6.38,1.4968
distinction,1546,6.38,1.2436
faster,1547,6.38,1.3536
functional,1548,6.38,1.1229
giveaway,1549,6.38,1.783
increased,1550,6.38,1.4693
lamb,1551,6.38,1.2599
leader,1552,6.38,1.3384
lottery,1553,6.38,2.1275
maximum,1554,6.38,1.5238
meet,1555,6.38,1.2599
neighborhood,1556,6.38,1.2919
ownership,1557,6.38,1.4126
painter,1558,6.38,1.0476
played,1559,6.38,1.427
preserve,1560,6.38,1.4968
purchased,1561,6.38,1.2271
queens,1562,6.38,1.6646
reasonable,1563,6.38,0.8303
revenues,1564,6.38,1.4968
rocket,1565,6.38,1.7366
sails,1566,6.38,1.3834
saves,1567,6.38,1.5238
score,1568,6.38,1.0859
seeing,1569,6.38,1.3076
silver,1570,6.38,1.9048
skills,1571,6.38,1.5504
sung,1572,6.38,1.2436
tasted,1573,6.38,1.3231
tastes,1574,6.38,1.76
thinks,1575,6.38,1.2271
thought,1576,6.38,1.3384
touches,1577,6.38,1.2599
we,1578,6.38,1.3076
agricultural,1579,6.38,1.4468
belle,1580,6.37,1.537
explore,1581,6.37,1.3338
sketch,1582,6.37,1.5233
voluntary,1583,6.37,1.2365
acquire,1584,6.36,1.3211
april,1585,6.36,1.5221
architect,1586,6.36,1.1386
broadway,1587,6.36,1.3516
calm,1588,6.36,1.6005
climbed,1589,6.36,1.3962
colleagues,1590,6.36,1.5748
curious,1591,6.36,1.2739
definite,1592,6.36,1.4675
democracy,1593,6.36,1.7233
deposit,1594,6.36,1.4813
developed,1595,6.36,1.4813
distinguished,1596,6.36,1.4251
dressed,1597,6.36,1.1205
drink,1598,6.36,1.77
employment,1599,6.36,1.7815
farms,1600,6.36,1.5086
fashion,1601,6.36,1.8043
gravy,1602,6.36,1.7815
guiding,1603,6.36,1.1021
imagined,1604,6.36,1.495
innocent,1605,6.36,1.3815
instantly,1606,6.36,1.0645
interest,1607,6.36,1.5354
justified,1608,6.36,1.2081
logical,1609,6.36,1.3962
mail,1610,6.36,1.6874
maintained,1611,6.36,1.4394
mario,1612,6.36,1.4394
mobile,1613,6.36,1.2081
mp3,1614,6.36,1.5086
obtained,1615,6.36,1.2081
original,1616,6.36,1.4394
patience,1617,6.36,1.663
performed,1618,6.36,1.4675
please,1619,6.36,1.6753
prayed,1620,6.36,1.663
rain,1621,6.36,1.9141
rational,1622,6.36,1.4107
relation,1623,6.36,1.1563
rings,1624,6.36,1.6995
rise,1625,6.36,1.5618
rudolph,1626,6.36,1.6132
teacher,1627,6.36,1.5354
technologies,1628,6.36,1.6874
value,1629,6.36,1.2415
vegas,1630,6.36,1.793
volunteer,1631,6.36,1.3815
wifi,1632,6.36,1.5221
revealed,1633,6.35,1.5087
branches,1634,6.35,1.1998
existed,1635,6.35,1.4369
spotlight,1636,6.35,1.3401
bread,1637,6.34,1.7567
castle,1638,6.34,1.7096
cheddar,1639,6.34,1.7096
clouds,1640,6.34,1.9755
clubs,1641,6.34,1.4654
colleges,1642,6.34,1.2715
completely,1643,6.34,1.3032
connected,1644,6.34,0.9817
december,1645,6.34,1.8473
dew,1646,6.34,1.4086
employ,1647,6.34,1.423
exists,1648,6.34,1.3494
expedition,1649,6.34,1.2224
experience,1650,6.34,1.2056
farmers,1651,6.34,1.1886
firefox,1652,6.34,1.2715
football,1653,6.34,2.0062
grant,1654,6.34,1.7215
hiring,1655,6.34,1.8026
hollywood,1656,6.34,1.7215
house,1657,6.34,1.6239
illustrated,1658,6.34,1.0806
images,1659,6.34,1.2224
jeans,1660,6.34,1.891
largest,1661,6.34,1.3793
linguistic,1662,6.34,1.394
lord,1663,6.34,1.8251
purchase,1664,6.34,1.0224
received,1665,6.34,1.1537
released,1666,6.34,1.5201
saint,1667,6.34,1.8026
scientists,1668,6.34,1.4654
september,1669,6.34,1.4086
soon,1670,6.34,0.8947
soul,1671,6.34,1.6734
soundtrack,1672,6.34,1.7096
studio,1673,6.34,1.3644
tickets,1674,6.34,1.2554
wave,1675,6.34,1.1537
continuity,1676,6.33,1.6252
equilibrium,1677,6.33,1.5192
activity,1678,6.32,0.9988
agreement,1679,6.32,1.2196
amor,1680,6.32,1.6591
arrival,1681,6.32,1.0774
arrive,1682,6.32,0.8437
asian,1683,6.32,1.4907
bbq,1684,6.32,1.5576
bedtime,1685,6.32,1.5964
berry,1686,6.32,1.3768
brunch,1687,6.32,1.2848
commitment,1688,6.32,1.4348
date,1689,6.32,1.6092
deal,1690,6.32,1.0774
democratic,1691,6.32,1.6591
design,1692,6.32,1.1328
designer,1693,6.32,1.6343
devotion,1694,6.32,2.0941
experiences,1695,6.32,1.0774
fly,1696,6.32,1.3005
foxy,1697,6.32,1.9424
france,1698,6.32,1.3768
handy,1699,6.32,1.1683
importance,1700,6.32,1.1328
important,1701,6.32,1.3316
jamaica,1702,6.32,1.7076
jobs,1703,6.32,1.7431
june,1704,6.32,1.3915
kin,1705,6.32,1.5043
lights,1706,6.32,1.4061
mornings,1707,6.32,2.2264
newspaper,1708,6.32,1.3468
offering,1709,6.32,1.6468
organic,1710,6.32,1.6343
parade,1711,6.32,1.9319
pink,1712,6.32,1.2027
published,1713,6.32,1.3161
reader,1714,6.32,1.1856
remembered,1715,6.32,1.7893
resolve,1716,6.32,1.1683
ring,1717,6.32,1.6835
rofl,1718,6.32,1.8344
selected,1719,6.32,1.1683
snow,1720,6.32,2.1801
streams,1721,6.32,1.5312
sufficient,1722,6.32,1.2526
sufficiently,1723,6.32,1.2196
sure,1724,6.32,1.4907
universal,1725,6.32,1.4907
unlocked,1726,6.32,1.3768
visitors,1727,6.32,1.6956
waters,1728,6.32,1.1507
women's,1729,6.32,1.4348
worship,1730,6.32,1.4769
writers,1731,6.32,1.2688
assembled,1732,6.31,1.3862
chickens,1733,6.31,1.4166
wheat,1734,6.31,1.3862
connections,1735,6.31,1.2111
scent,1736,6.31,1.2451
volumes,1737,6.31,1.2943
whistle,1738,6.31,1.4024
absolutely,1739,6.3,1.4178
atmosphere,1740,6.3,1.1995
belongs,1741,6.3,1.1473
bought,1742,6.3,1.233
chess,1743,6.3,1.5682
christian,1744,6.3,1.6444
clear,1745,6.3,1.1294
clearer,1746,6.3,1.5419
commonwealth,1747,6.3,1.3132
conversations,1748,6.3,1.0546
designed,1749,6.3,0.953
downloaded,1750,6.3,1.4604
earrings,1751,6.3,1.5682
engineer,1752,6.3,1.1824
epic,1753,6.3,1.1824
exercise,1754,6.3,1.6444
expansion,1755,6.3,1.488
feeding,1756,6.3,1.3132
flowing,1757,6.3,1.374
headphones,1758,6.3,1.1824
indians,1759,6.3,1.6933
joined,1760,6.3,1.0926
lipstick,1761,6.3,1.5286
metropolitan,1762,6.3,1.6812
mine,1763,6.3,1.359
myself,1764,6.3,1.669
paint,1765,6.3,1.0738
painted,1766,6.3,0.9949
plane,1767,6.3,1.632
produced,1768,6.3,1.1995
protecting,1769,6.3,1.6067
reasoning,1770,6.3,1.2495
relations,1771,6.3,1.6067
salvation,1772,6.3,1.9193
sciences,1773,6.3,1.3286
sense,1774,6.3,1.0351
software,1775,6.3,1.4321
suite,1776,6.3,1.5017
surplus,1777,6.3,1.4178
swing,1778,6.3,1.2657
visited,1779,6.3,1.4178
cheeks,1780,6.29,1.5293
observation,1781,6.29,1.3202
calcium,1782,6.29,1.3844
conceived,1783,6.29,1.6202
rum,1784,6.29,2.0917
amigo,1785,6.28,1.8956
babes,1786,6.28,1.7501
begin,1787,6.28,1.1256
breathe,1788,6.28,1.5258
bridegroom's,1789,6.28,1.6418
buy,1790,6.28,1.3559
community,1791,6.28,1.3856
cooler,1792,6.28,1.3099
country,1793,6.28,1.7148
disco,1794,6.28,1.7148
emerging,1795,6.28,0.9697
england,1796,6.28,1.5258
experts,1797,6.28,1.4434
fairly,1798,6.28,1.1613
fix,1799,6.28,1.5258
founded,1800,6.28,1.2461
globe,1801,6.28,1.4291
honorary,1802,6.28,1.4988
hoped,1803,6.28,1.1073
introduced,1804,6.28,1.3559
lead,1805,6.28,1.4574
listening,1806,6.28,1.4434
lots,1807,6.28,1.4291
market,1808,6.28,1.6041
monkey,1809,6.28,1.7148
olympic,1810,6.28,1.5654
pioneer,1811,6.28,1.5258
plaza,1812,6.28,1.0309
professionals,1813,6.28,1.4003
reflect,1814,6.28,1.0887
remembering,1815,6.28,1.2623
reputation,1816,6.28,1.3708
sentimental,1817,6.28,1.6665
skype,1818,6.28,1.4574
students,1819,6.28,1.8299
sweden,1820,6.28,1.5124
technological,1821,6.28,1.4003
themes,1822,6.28,1.2461
thinking,1823,6.28,1.2943
tips,1824,6.28,1.5784
vehicles,1825,6.28,1.4988
village,1826,6.28,1.1256
virginia,1827,6.28,1.4291
website,1828,6.28,1.1613
white,1829,6.28,1.5391
wines,1830,6.28,2.3737
reasonably,1831,6.27,1.3643
uptown,1832,6.27,1.1982
aims,1833,6.27,1.2209
observe,1834,6.27,1.3659
regards,1835,6.27,1.335
allows,1836,6.26,1.192
appropriate,1837,6.26,1.2423
australian,1838,6.26,1.2257
blackberry,1839,6.26,1.6389
breathing,1840,6.26,1.2257
camp,1841,6.26,1.5361
cars,1842,6.26,1.688
considerable,1843,6.26,1.0264
costume,1844,6.26,1.7591
degree,1845,6.26,1.5884
develop,1846,6.26,1.0461
egypt,1847,6.26,1.1572
events,1848,6.26,1.4682
flag,1849,6.26,1.3063
gave,1850,6.26,1.2906
gods,1851,6.26,1.9146
gr8,1852,6.26,1.7591
hotels,1853,6.26,1.482
human,1854,6.26,1.6389
indian,1855,6.26,1.7706
leap,1856,6.26,1.2906
lifetime,1857,6.26,1.6264
magnetic,1858,6.26,1.2906
mirror,1859,6.26,1.1031
mmmm,1860,6.26,1.5624
occasion,1861,6.26,1.1747
produce,1862,6.26,1.1214
prominent,1863,6.26,1.1031
promises,1864,6.26,1.5493
proved,1865,6.26,1.9358
raising,1866,6.26,1.2257
school,1867,6.26,1.8824
shirt,1868,6.26,1.3372
spark,1869,6.26,1.6637
surely,1870,6.26,1.2586
team,1871,6.26,1.4259
travelers,1872,6.26,1.5624
upcoming,1873,6.26,1.0264
us,1874,6.26,1.7591
valley,1875,6.26,1.1572
